JID,Composition,Spg.numb.,Spg.symb.,Cryst.,Dimensionality,OPT SCF gap, MBJ gap,n-Seebeck,p-Seebeck,n-powerfact,p-powerfact,n-cond,p-cond,n-ZT,p-ZT,Avg.elec.mass,Avg.hole mass,n-mp-Seeb,p-mp-Seeb
JVASP-12153,YCBr,12,C2/m,monoclinic,2D,0.001,na,-0.189187433,-1.547338667,183.3651012,166.2816939,2580631.057,2583231.033,0.002794102,0.002390698,3.49E-05,3.49E-05,na,na
JVASP-12154,VAg(PS3)2,13,P2/c,monoclinic,2D,0.0017,na,34.20541803,34.07360133,70.05449022,65.41226713,41274.96123,42856.7013,0.027196086,0.024879445,0.000187519,0.000187519,-11.51228933,-9.837915
JVASP-12158,Y2GeI2,166,R-3m,trigonal,2D,0.1367,na,-204.7858833,158.8151233,3601.341776,845.915668,67725.37403,29487.38297,0.845118989,0.168858968,0.013865237,0.013865237,na,na
JVASP-12160,Al2Si4O11,2,P-1,triclinic,2D,4.2891,na,-116.9177467,339.3587333,712.8153077,196.1276309,52054.525,1668.472853,0.258118463,0.117059745,0.479157503,0.479157503,na,na
JVASP-12161,HgPSe3,15,C2/c,monoclinic,2D,1.0041,na,-149.16544,299.34247,1525.653063,1076.248367,63287.307,11399.8986,0.492329511,0.588284916,0.527827893,0.527827893,-136.6770867,350.2459267
JVASP-12162,BaCaI4,10,P2/m,monoclinic,3D,3.154,4.1072,-236.6551367,223.2256667,2165.129017,1046.878209,35702.803,22666.618,0.865624767,0.477010249,0.954869749,0.954869749,na,na
JVASP-12163,CaPbI4,10,P2/m,monoclinic,3D,2.8989,3.7491,-222.7872167,323.8746933,1501.756147,1508.967623,39457.32403,14667.2527,0.544855295,0.79561468,5.469035233,5.469035233,na,na
JVASP-12164,YBr3,12,C2/m,monoclinic,2D,3.5904,4.3189,-308.3926767,329.7541433,1511.167686,974.9689488,15742.974,9518.7588,0.771455176,0.530867087,1.140621876,1.140621876,na,na
JVASP-12165,NdIO,129,P4/nmm,tetragonal,2D,3.6792,4.76,-385.3759667,343.24907,2542.193493,2364.275381,17848.504,18727.12467,1.327723908,1.178498488,1.879524681,1.879524681,na,na
JVASP-12166,HoBrO,166,R-3m,trigonal,2D,3.7702,na,-273.67785,356.77193,1749.264646,1578.681112,22062.41681,12028.90653,0.817879951,0.809078917,8.609775196,8.609775196,na,na
JVASP-12167,ErClO,59,Pmmn,orthorhombic,2D,5.0886,na,-193.4412367,343.63921,1203.000921,1241.619647,30452.355,11822.51207,0.4764635,0.639543054,0.904906643,0.904906643,na,na
JVASP-12171,Mn(CoO3)2,64,Cmce,orthorhombic,2D,0.0038,na,-20.9513393,-20.64750533,134.1624246,135.0664164,193909.582,193482.517,0.036066544,0.036135674,1.99E-05,1.99E-05,na,na
JVASP-12172,CrP2S7,5,C2,monoclinic,2D,0.7034,0.0027,37.77297767,38.74791233,121.2496035,123.8858134,56844.74833,57452.35767,0.045268293,0.046885483,9.20E-05,9.20E-05,na,na
JVASP-12177,Sb,194,P6_3/mmc,hexagonal,3D,0.0074,0.0068,-2.362118633,-2.107250367,108.4966443,85.58872491,19332420.33,19301627.67,0.000229907,0.000179079,1.51E-07,1.51E-07,-4.5559113,-4.497829667
JVASP-12178,Li2WS4,111,P-42m,tetragonal,3D,1.3182,2.3223,-453.4532233,341.4580933,0.028262493,1698.910088,0.136971593,14544.943,1.70E-05,0.910263034,111027.0772,111027.0772,na,na
JVASP-12179,Ta2Se,129,P4/nmm,tetragonal,2D,0.0025,na,-20.91547857,-20.2920366,675.5974183,624.9286678,1126056.43,1114737.603,0.017189743,0.015982914,2.78E-06,2.78E-06,-33.235248,-33.15021433
JVASP-12181,As2Se3,14,P2_1/c,monoclinic,2D,1.1358,na,-263.1410267,229.3445067,967.8407026,1714.971116,13899.35467,34379.59867,0.5114812,0.713778065,1.426222344,1.426222344,-291.5042033,305.47366
JVASP-12182,YTe3,63,Cmcm,orthorhombic,2D,0.0007,na,-0.845998733,0.1929383,163.5706977,182.4474222,6729066.48,6665999.669,0.000986878,0.001446206,1.54E-05,1.54E-05,na,na
JVASP-12184,SiSb3,194,P6_3/mmc,hexagonal,3D,0.0011,na,0.744589433,0.640758433,61.27763018,59.64141715,10764642,10772682,0.000233635,0.000227536,2.60E-07,2.60E-07,na,na
JVASP-12185,Sb3Pb,194,P6_3/mmc,hexagonal,2D,0.0034,na,-0.736293833,-0.856548667,950.5245158,1005.169757,9279037,9272921.1,0.004107624,0.004331526,3.01E-07,3.01E-07,na,na
JVASP-12186,SiAs2,55,Pbam,orthorhombic,2D,0.8716,na,-183.94679,222.3581367,2545.92536,1435.710863,69639.34933,33100.10133,0.625997413,0.644090404,0.474662853,0.474662853,na,na
JVASP-12187,SiAs3,194,P6_3/mmc,hexagonal,3D,0.0008,na,5.111610567,4.699010133,1260.304009,1254.884597,7846566.433,7873171.067,0.006292037,0.00624464,3.56E-07,3.56E-07,na,na
JVASP-12188,AuClO2,20,C222_1,orthorhombic,2D,0.8438,na,-167.4528533,466.1760867,829.4310255,1298.680507,28938.92667,5529.892167,0.36137689,0.738305926,0.722312245,0.722312245,na,na
JVASP-12189,WO2,194,P6_3/mmc,hexagonal,2D,0.0061,na,-12.2704746,-12.36008287,1077.580567,1077.648773,3763269.1,3751754.9,0.010698045,0.01074796,7.65E-07,7.65E-07,na,na
JVASP-12190,TiS2,166,R-3m,trigonal,2D,0.0062,na,-20.52281167,57.22387267,97.50803698,815.3910441,197985.7707,227321.4227,0.018840616,0.056579748,6.09E-05,6.09E-05,na,na
JVASP-12191,SnO2,194,P6_3/mmc,hexagonal,3D,0.6608,1.0558,-22.931972,24.48736967,387.983233,2886.031355,135545.23,132871.8817,0.068637979,0.216160307,3.60E-05,3.60E-05,na,na
JVASP-12192,TiO2,194,P6_3/mmc,hexagonal,3D,0.0024,na,-33.214439,-33.57832133,1878.701753,1898.576738,1957597.9,1942965.333,0.053463632,0.054075681,1.68E-06,1.68E-06,na,na
JVASP-12194,TeO3,185,P6_3cm,hexagonal,2D,0.432,na,-86.21809233,-6.456354333,488.4800062,30.14614193,66085.906,8341.939967,0.158668951,0.012065852,0.001733603,0.001733603,na,na
JVASP-22514,CoF2,136,P4_2/mnm,tetragonal,3D,0.0057,0.0099,3.448854233,2.913319,92.83408526,81.09557346,1530608.133,1531950.767,0.002979361,0.002613204,1.79E-06,1.79E-06,-28.41087533,-9.779802667
JVASP-22515,MnF2,60,Pbcn,orthorhombic,3D,0.1791,0.0146,19.72863033,19.53207567,463.8161741,459.3396957,234185.8493,234605.404,0.050498473,0.049820416,1.84E-05,1.84E-05,-87.53484067,409.22179
JVASP-22516,FeF2,136,P4_2/mnm,tetragonal,3D,0.0835,0.0029,-72.47451967,-69.906396,1690.274245,1550.903363,324587.2267,320199.7467,0.113846718,0.104644204,1.28E-05,1.28E-05,-28.77842433,-28.637239
JVASP-22517,GaS,194,P6_3/mmc,hexagonal,2D,1.4183,2.4943,-205.1867,176.05386,3242.404278,1947.616734,74361.033,77495.165,0.905417125,0.483644655,0.181604709,0.181604709,-223.00563,307.73671
JVASP-22518,RbPS3,71,Immm,orthorhombic,3D,1.7003,2.5808,-283.8957067,286.4641633,1745.594255,1781.225171,22016.83733,21551.85633,0.874340059,0.835729919,1.467718148,1.467718148,-313.42155,305.4494567
JVASP-22519,CrMoF6,148,R-3,trigonal,3D,0.0005,0.0036,41.82866867,43.239322,191.3184082,201.080306,77759.86467,78182.50067,0.038215725,0.04033569,8.27E-05,8.27E-05,-31.38571433,-5.727101867
JVASP-22520,BeF2,152,P3_121,trigonal,3D,8.7018,12.2763,-154.2063633,509.12209,923.8478504,339.1387692,39536.98,1308.425947,0.375189536,0.201571834,0.695571467,0.695571467,-152.4177433,516.47052
JVASP-22521,Rh2S3,60,Pbcn,orthorhombic,3D,0.0259,na,-266.9247967,244.00653,1485.946437,1392.274162,22337.90533,24165.69133,0.624739814,0.553084304,0.01666215,0.01666215,-249.88536,217.9834167
JVASP-22522,BeO,216,F-43m,cubic,3D,7.2929,9.2298,-203.76493,396.88566,2321.743949,2604.371818,55918.491,16533.78067,0.842859565,1.294229801,0.52304452,0.52304452,-201.49782,389.41252
JVASP-22523,CO2,205,Pa3,cubic,3D,6.9311,9.685,-123.59382,437.77581,697.7738214,664.4477836,45679.481,3467.0279,0.271126467,0.391472832,0.541749044,0.541749044,-163.38365,490.98501
JVASP-22524,CaCl2,136,P4_2/mnm,tetragonal,3D,5.2887,6.7646,-234.7193633,307.94886,1406.39909,1034.133471,24927.97467,10876.6685,0.58293053,0.551332857,1.238930345,1.238930345,-250.7828533,314.06978
JVASP-22525,SrClF,129,P4/nmm,tetragonal,3D,5.9498,7.9106,-113.3135333,471.7797333,767.9492127,717.3300236,57599.76267,3233.3087,0.260291637,0.418928169,0.494745534,0.494745534,-173.14791,481.2099167
JVASP-22526,SrBrF,129,P4/nmm,tetragonal,3D,5.2929,6.8525,-126.2034333,447.65771,906.0516788,1015.507554,54535.09367,5047.034397,0.307404381,0.575199915,0.516334164,0.516334164,-111.1905867,468.38017
JVASP-22527,SrCl2,225,Fm-3m,cubic,3D,5.4985,7.6257,-230.25528,368.08741,2360.857696,3054.462672,44529.78667,22544.09967,0.946824865,1.438200234,0.564780976,0.564780976,-131.98746,374.28737
JVASP-22528,CaCl2,58,Pnnm,orthorhombic,3D,5.4217,6.8598,-244.22849,465.2718333,1491.177916,1076.184356,25171.643,5191.895267,0.624868318,0.618931448,1.252520744,1.252520744,-251.2961,358.38766
JVASP-22529,CaClF,129,P4/nmm,tetragonal,3D,5.6517,7.4697,-132.7915733,518.94918,848.8716554,691.9672101,45333.71833,2594.597033,0.313576068,0.405858643,0.567815849,0.567815849,-163.69807,522.0538467
JVASP-22530,NaHF2,166,R-3m,trigonal,3D,7.1362,12.0666,-152.53441,501.22615,976.6700691,858.4931404,41965.63767,3404.526233,0.389276712,0.499109029,0.684796482,0.684796482,-145.3924333,523.1517167
JVASP-22531,Bi2SO2,58,Pnnm,orthorhombic,3D,0.9351,1.7315,-66.35352567,439.70476,570.2256706,4472.354948,93605.11267,22598.9831,0.127408839,2.189639583,0.236414033,0.236414033,-60.08391133,444.96689
JVASP-22532,BrF5,36,Cmc2_1,orthorhombic,0D,3.1678,5.51,-338.8681767,333.41456,868.6010384,1252.266108,7277.349567,10711.274,0.473230971,0.675208193,4.225563466,4.225563466,-423.2846067,365.91928
JVASP-22533,IF7,41,Aea2,orthorhombic,3D,1.5121,2.3712,-204.1196367,479.7352733,868.558358,230.6601282,21449.99867,1140.207142,0.423197631,0.137841405,1.147511382,1.147511382,-252.3436667,448.81592
JVASP-22534,AsF3,33,Pna2_1,orthorhombic,0D,5.1841,7.6286,-361.9664,271.3901233,1418.898793,919.4167138,11096.24457,12043.61987,0.772605818,0.491054879,2.640731646,2.640731646,-393.09881,302.6461567
JVASP-22535,RbLiCl2,63,Cmcm,orthorhombic,3D,5.355,3.5426,-115.51851,490.8866633,771.6822637,1203.002308,58521.18967,7666.790003,0.268647344,0.651532338,0.467871232,0.467871232,-116.6040133,488.5843867
JVASP-22536,KSc2F7,65,Cmmm,orthorhombic,3D,5.7629,6.8501,-325.2261133,507.7892733,1064.714018,532.0350881,8787.0696,2060.704897,0.544650215,0.31491521,4.624507626,4.624507626,-334.3121433,530.3128667
JVASP-22537,CClF3,36,Cmc2_1,orthorhombic,2D,6.6902,8.0315,-316.27227,501.80176,752.0775026,333.1072372,7610.033,1444.078627,0.421237066,0.197608653,3.243003667,3.243003667,-268.9277667,486.0826833
JVASP-22539,K2MgF4,139,I4/mmm,tetragonal,3D,6.9568,10.5503,-143.0095,478.0345967,910.1189516,320.3417118,44473.158,1379.873933,0.354988117,0.190105572,0.607361737,0.607361737,-134.9335967,493.9591433
JVASP-22540,LiMgP,216,F-43m,cubic,3D,1.7384,2.2495,-145.0781933,327.29903,1846.6553,3682.908754,87736.75333,34379.65567,0.540833499,1.601207534,0.291036649,0.291036649,-160.66484,308.01965
JVASP-22541,H4BrN,215,P-43m,cubic,3D,4.3683,5.67,-89.577051,465.42258,584.8223682,2933.206819,72883.707,13540.908,0.180003898,1.568165088,0.334636606,0.334636606,-92.004457,466.17666
JVASP-22542,NaHS,160,R3m,trigonal,3D,3.386,5.2295,-113.5662367,394.0707067,886.8590649,2771.799109,68735.09767,17780.92233,0.264939455,1.428786665,0.376848983,0.376848983,-91.85582967,396.1210833
JVASP-22544,AgAsF6,225,Fm-3m,cubic,3D,1.4341,2.0085,-140.98556,418.24274,880.4864103,1337.551249,44296.90567,7646.340067,0.341382086,0.76858426,0.577591205,0.577591205,-141.02032,438.95024
JVASP-22545,LiYSe2,15,C2/c,monoclinic,3D,1.6253,2.15,-228.84871,330.2891933,1756.641001,1411.10555,29150.79433,13125.65967,0.779087453,0.751655323,1.042334779,1.042334779,-231.2172967,304.8189067
JVASP-22546,LiMgN,216,F-43m,cubic,3D,2.7861,3.6553,-191.26789,424.83473,2473.711753,3000.984379,67618.41067,16627.37567,0.814067479,1.54078218,0.417875602,0.417875602,-163.87593,405.41052
JVASP-22548,RbNO3,167,R-3c,trigonal,3D,3.0425,4.2391,-285.9792333,444.2221567,925.7908062,108.5303363,11226.639,540.5814733,0.498040475,0.06504507,2.728669075,2.728669075,-292.5606133,451.7721733
JVASP-22549,Ga2Te3,9,Cc,monoclinic,3D,0.0311,na,-208.67726,227.5729933,3254.74204,1938.702083,77881.61367,41986.364,0.957111356,0.693837284,0.406655629,0.406655629,-169.5296,229.38936
JVASP-22550,CaSnF6,148,R-3,trigonal,3D,5.488,8.0642,-176.0986133,557.37303,910.0923908,172.1956492,29350.04,554.0505767,0.406730027,0.102986639,0.795868061,0.795868061,-174.5641233,519.65972
JVASP-22551,N2O5,194,P6_3/mmc,hexagonal,0D,0.9322,1.886,-446.11862,383.0096133,441.8130312,809.0983285,2176.582267,5285.947753,0.26207635,0.463598831,7.904929263,7.904929263,-454.33412,380.6876367
JVASP-22552,NbSbRu,216,F-43m,cubic,3D,0.4191,0.4203,-161.23692,329.12529,1871.05878,3894.23032,71971.15033,35950.019,0.595143666,1.593658151,0.064399998,0.064399998,-163.79958,329.67924
JVASP-22554,FeCuO2,166,R-3m,trigonal,3D,0.7246,na,52.546194,51.97523367,2206.051695,2165.954175,787362.8867,790261.1467,0.157058068,0.153159382,3.07E-06,3.07E-06,na,na
JVASP-22556,SrFeO3,221,Pm-3m,cubic,3D,0.0036,na,19.674494,19.520571,1396.615127,1377.112236,3608025.5,3613968,0.017157712,0.016905566,7.63E-07,7.63E-07,-5.6662945,-5.9174709
JVASP-22557,CrCuO2,166,R-3m,trigonal,3D,0.003,0.0198,25.62630067,25.276206,796.2968351,780.6960035,2337262.593,2347524.87,0.036098938,0.035167675,2.70E-06,2.70E-06,na,na
JVASP-22559,MgVO3,63,Cmcm,orthorhombic,3D,0.3883,0.6514,-31.36322067,-32.21699,495.4007971,501.6211041,235612.2823,239130.6183,0.042417553,0.042198256,0.000974913,0.000974913,-347.4069033,397.10253
JVASP-22560,K2PdO2,71,Immm,orthorhombic,2D,1.4642,1.5667,-409.48315,390.4051633,1291.971412,2222.375847,7169.837967,16151.89843,0.725295438,0.968249684,40.33573006,40.33573006,-403.64654,408.8179167
JVASP-22561,Cs2TeI6,225,Fm-3m,cubic,3D,1.224,na,-170.30555,338.61822,2360.750355,2422.826683,81394.013,21130.10733,0.739198129,1.264601141,0.312673314,0.312673314,-182.615,357.86887
JVASP-22563,Na2CN2,12,C2/m,monoclinic,3D,3.3747,5.7709,-181.0594233,454.5531233,1164.406484,1383.165959,35474.23333,6447.8045,0.490037919,0.776680991,0.947761059,0.947761059,-156.61583,457.6461667
JVASP-22564,AsS,15,C2/c,monoclinic,3D,1.4659,na,-351.20524,212.01572,2168.610649,1192.790343,17618.535,25320.99033,1.139549521,0.506627457,1.260820561,1.260820561,-356.71969,285.8694167
JVASP-22566,RbAlF4,123,P4/mmm,tetragonal,3D,7.3637,9.968,-109.23477,458.4681233,776.9639888,822.6333138,65745.06833,3880.7685,0.251796923,0.481888272,0.435253189,0.435253189,-126.94165,480.2137967
JVASP-22570,K3MoF6,225,Fm-3m,cubic,3D,0.7399,2.6932,14.3583,12.39270133,13.38994749,9.994040847,64949.05367,65074.24733,0.00740549,0.005526753,2.62E-05,2.62E-05,na,na
JVASP-22571,SiO2,33,Pna2_1,orthorhombic,2D,5.8315,8.4305,-153.81163,397.3471967,1062.913123,1167.595845,46316.52,7433.9115,0.414706437,0.665014274,0.735714551,0.735714551,-129.6105533,409.7505633
JVASP-22573,TiO2,12,C2/m,monoclinic,3D,2.6815,3.0423,-317.92401,451.1737267,1124.852493,698.8179702,11439.72097,3484.506733,0.58401152,0.408274412,3.818831655,3.818831655,-341.8401233,464.95025
JVASP-22576,MgCrF6,148,R-3,trigonal,3D,2.0084,0.0013,-56.29634067,-57.35340367,318.5151146,328.3275959,90337.05167,89891.86267,0.145368381,0.150082412,2.33E-05,2.33E-05,46.09712233,44.075038
JVASP-22577,KMnF3,221,Pm-3m,cubic,3D,0.0202,na,53.279907,53.016505,2745.939185,2741.080281,967306.26,975213.19,0.110745708,0.110127207,2.84E-06,2.84E-06,na,na
JVASP-22578,SiO2,9,Cc,monoclinic,3D,5.7034,8.4018,-104.99486,420.6911533,686.9345803,1078.367279,62635.49533,6598.687967,0.223097362,0.604531428,0.397994443,0.397994443,-132.7177633,414.6887133
JVASP-22579,KMnF3,140,I4/mcm,tetragonal,3D,0.0246,0.0151,29.53011467,28.64269667,759.5513381,722.9965684,818989.0933,823011.6367,0.044319254,0.041960534,3.02E-06,3.02E-06,-121.6812333,321.2150533
JVASP-22580,K3WF6,225,Fm-3m,cubic,3D,0.0609,2.4611,-13.38397633,-14.74991633,16.50705935,20.03333268,92150.86,92081.86133,0.006499705,0.007926715,2.10E-05,2.10E-05,na,na
JVASP-22581,ZnS,160,R3m,trigonal,3D,2.1102,na,-58.738367,284.68167,377.5858406,1748.019755,109174,21341.88,0.091222259,0.844566195,0.1998418,0.1998418,-56.69857867,282.4554767
JVASP-22582,ZnS,160,R3m,trigonal,3D,2.1196,3.6249,-57.37147833,285.4508533,360.1462828,1875.974202,109537.6033,23002.29133,0.086177285,0.899607262,0.190089331,0.190089331,-55.334902,286.6867967
JVASP-22583,TlAsF6,148,R-3,trigonal,3D,4.3126,4.1072,-320.10714,428.1376667,1617.437084,999.5849373,15320.797,5476.672233,0.83875919,0.581906532,1.403328179,1.403328179,-308.8617033,415.37778
JVASP-22584,VF2,136,P4_2/mnm,tetragonal,3D,0.0603,0.0088,-25.747598,-25.85200667,3161.988947,3142.034047,864541.2333,863383.5967,0.144979992,0.144956477,3.53E-06,3.53E-06,-368.80827,300.7200867
JVASP-22585,FeF3,167,R-3c,trigonal,3D,0.632,0.0018,59.04655533,58.238524,1716.779824,1679.227725,489559.3267,492088.8733,0.199418027,0.193653238,4.98E-06,4.98E-06,-300.10848,312.8906933
JVASP-22586,Rb2NiF6,225,Fm-3m,cubic,3D,1.6055,1.1425,-403.777,540.97053,640.1363931,132.7912866,3926.3532,453.7559833,0.378020804,0.079580066,4.61899122,4.61899122,-410.45281,535.51147
JVASP-22587,RbVF3,221,Pm-3m,cubic,3D,0.1425,0.0396,41.963018,41.359775,1735.945077,1699.477691,985831.18,993480.01,0.080550172,0.078384725,2.66E-06,2.66E-06,na,na
JVASP-22588,ClF3,62,Pnma,orthorhombic,3D,2.6332,4.4632,-439.84104,456.3497133,372.7791745,477.4824311,1935.925347,2390.614633,0.221015521,0.282097694,23.25951976,23.25951976,-455.5051267,481.84827
JVASP-22589,KVF3,221,Pm-3m,cubic,3D,0.0609,0.0113,42.5734,42.105352,1890.565227,1863.773494,1043073.7,1051280.3,0.079531091,0.07795261,2.56E-06,2.56E-06,na,na
JVASP-22590,HgO2,61,Pbca,orthorhombic,3D,0.088,na,-201.8736033,290.3600133,2051.542453,1817.047684,50909.21667,21880.43867,0.665031775,0.829796171,0.062052861,0.062052861,-193.3822367,288.3552033
JVASP-22591,ZnS,156,P3m1,trigonal,3D,2.0943,3.593,-68.71827933,251.75933,114.2737181,1305.244959,71757.34145,15281.20408,0.027269221,0.629255548,38.46199554,38.46199554,-60.62116533,280.9926167
JVASP-22592,Cu2WS4,121,I-42m,tetragonal,2D,0.9012,1.6956,1052.1616,341.6808067,2.317530513,1948.300326,2.045998633,17263.06,0.001390345,0.993114816,3282.470967,3282.470967,-369.75063,337.7429033
JVASP-22593,K2MnF6,225,Fm-3m,cubic,3D,2.0419,1.6422,1.059097733,-0.18355201,0.103827646,0.003118431,92563.74767,92558.82367,4.94E-05,1.48E-06,2.11E-05,2.11E-05,na,na
JVASP-22594,CaCrF6,148,R-3,trigonal,3D,2.1581,1.7365,-36.43272467,-37.678218,101.8517033,108.1475853,69963.34267,69706.59433,0.051189927,0.0544065,2.77E-05,2.77E-05,78.553092,75.73017567
JVASP-22595,MoF3,167,R-3c,trigonal,3D,0.0063,na,40.484266,41.82292267,1029.362496,1074.19665,388037.1667,390170.7567,0.054944885,0.057467308,1.01E-05,1.01E-05,-391.8883467,290.40297
JVASP-22596,MnPtF6,148,R-3,trigonal,3D,0.3245,0.2252,164.62617,163.0705867,7887.546451,7889.625506,288196.5233,293809.7033,1.264534287,1.24761868,1.08E-05,1.08E-05,na,na
JVASP-22597,CsNiF3,194,P6_3/mmc,hexagonal,3D,3.3547,na,-23.860436,-25.16062167,25.17190116,28.20564474,52669.06633,52552.18867,0.01331332,0.01490248,5.72E-05,5.72E-05,-460.3484333,459.5644233
JVASP-22599,HfVF6,225,Fm-3m,cubic,3D,0.9689,2.3452,60.190768,58.947819,2412.157532,2332.178014,665803.23,671160.23,0.248687106,0.238470201,4.02E-06,4.02E-06,na,na
JVASP-22601,Rb2MnF6,225,Fm-3m,cubic,3D,2.0744,1.6396,14.853391,13.352246,8.047216733,6.512921239,36474.93033,36531.47233,0.004525546,0.003661999,4.95E-05,4.95E-05,na,na
JVASP-22602,BeF2,180,P6_222,hexagonal,3D,8.212,12.3601,-160.03449,492.14736,973.0028588,568.3995737,38457.46467,2347.295833,0.399123165,0.336600516,0.746100183,0.746100183,-153.2851133,503.68512
JVASP-22604,Cr2F5,15,C2/c,monoclinic,3D,0.0075,0.0068,-1.547904333,-0.289182,390.9275535,369.5096098,366368.31,365174.2033,0.042727271,0.042594516,2.13E-05,2.13E-05,-19.51485583,28.11535767
JVASP-22605,RbMnF3,221,Pm-3m,cubic,3D,0.0126,na,53.245839,53.09934,2513.291277,2519.164059,886485.17,893466.36,0.105521575,0.105524496,3.14E-06,3.14E-06,na,na
JVASP-22606,MnSnF6,148,R-3,trigonal,3D,0.0333,0.0231,-77.067223,-77.17388533,1108.655937,1104.031652,184057.02,182695.2333,0.188186007,0.187912501,1.90E-05,1.90E-05,na,na
JVASP-22607,MoF6,229,Im-3m,cubic,3D,4.1506,4.6971,-443.31521,519.27406,138.7803112,229.1058798,706.1591533,849.6557067,0.083225063,0.137237569,25.46317964,25.46317964,-510.88053,517.84621
JVASP-22608,NiPtF6,148,R-3,trigonal,3D,0.9156,1.015,-12.54373033,-13.655607,50.22488001,58.8522934,302727.86,302163.7967,0.010402282,0.012214817,7.92E-06,7.92E-06,-436.1822433,446.2163
JVASP-22609,FeF3,150,P321,trigonal,3D,0.4142,na,50.65287933,50.09179667,605.3948992,594.125118,220559.9767,221504.02,0.105396812,0.102819652,1.20E-05,1.20E-05,na,na
JVASP-22610,CrHgF6,148,R-3,trigonal,3D,0.7563,1.5772,55.95477167,55.816745,646.5678083,648.2955231,205650.84,207191.21,0.106516756,0.10699038,2.00E-05,2.00E-05,26.29691333,25.76722233
JVASP-22611,SiO2,182,P6_322,hexagonal,2D,5.5433,8.5061,-106.0762167,422.9683467,696.5573037,1483.152524,61081.26367,8820.320367,0.224674772,0.821281834,0.380995742,0.380995742,-134.06928,396.98251
JVASP-22612,CrCdF6,148,R-3,trigonal,3D,1.824,0.3575,-19.64435367,-20.47784533,46.7337473,48.8528816,88084.94567,87981.28767,0.019461177,0.020337558,2.90E-05,2.90E-05,46.7812,44.64002567
JVASP-22613,NiPbF6,148,R-3,trigonal,3D,0.915,0.5538,-397.5754233,431.3808267,823.3832619,927.5473452,5304.685267,4977.0737,0.476457306,0.541172785,2.920014519,2.920014519,-113.3466167,-117.6042767
JVASP-22614,SiO2,148,R-3,trigonal,3D,5.6771,8.8854,-172.08106,354.3353233,1292.254525,258.6318501,43693.67233,2070.604367,0.525845424,0.153799398,0.910981517,0.910981517,-141.9158233,400.7125833
JVASP-22615,NiF2,136,P4_2/mnm,tetragonal,3D,0.0179,0.0112,-36.52849743,-36.7516137,1759.400488,1755.025998,1108773.533,1102290.553,0.066665598,0.066411854,2.52E-06,2.52E-06,-304.6976333,112.2755207
JVASP-22616,PNF2,36,Cmc2_1,orthorhombic,3D,5.8337,8.1311,-260.7503733,425.1021533,2263.686048,1785.353364,26700.32533,10044.5339,0.903876461,0.8432667,0.807870168,0.807870168,-159.5193133,400.4496533
JVASP-22617,NiSnF6,148,R-3,trigonal,3D,1.1445,2.8153,11.95777053,11.13501767,46.6382677,42.43760515,297608.88,297896.31,0.008896722,0.008086266,9.88E-06,9.88E-06,-361.5085833,265.2876267
JVASP-22618,ZnS,186,P6_3mc,hexagonal,3D,2.1391,3.6647,-57.87015133,281.8208667,375.8694345,1827.904434,112737.0433,23107.93533,0.090570421,0.872082243,0.202427476,0.202427476,-55.98344133,289.48849
